Department,University,City/Cities,Marks required,Labs Avalible,Course Description,Admission dates,shifts,online,offered courses,clean_text
"Computing & IT, Social Sciences",University of Sunderland,Sunderland,BBC,Yes,Offers computing and social sciences courses.,"Sep, Jan",Day,Yes,"CS, Psych",offer computing social science course
"Computing & IT, Engineering, Life Sciences, Management, Social Sciences",Lomonosov Moscow State University,Moscow,85,Yes,"Russias oldest & leading research university with wide programs across sciences, engineering, humanities & social sciences.","Jan, July, Aug",Morning,Yes,"BS/MS/PhD in CS, Physics, Biology, Economics, Law",russia s old    lead research university wide program science   engineering   humanity    social science
"Computing & IT, Engineering, Management, Social Sciences",National Research University Higher School of Economics (HSE),Moscow,80,Yes,"Top economics, social sciences, business and IT focused research university.","Jan, July, Aug",Morning/Evening,Yes,"BA Economics, IT, MBA, MA Social Sciences, PhD",economic   social science   business focus research university
"Engineering, Computing & IT, Management",Bauman Moscow State Technical University,Moscow,80,Yes,One of Russias leading engineering & tech universities with strong lab emphasis.,"Jan, July, Aug",Morning,Some,"BEng, MEng, Robotics, Mech Eng, CS",russia s lead engineering    tech university strong lab emphasis
"Life Sciences, Health Sciences",First Moscow State Medical University (Sechenov),Moscow,85,Yes,"Premier medical university offering MD, dentistry and biomedical programs.","Jan, July",Morning,Limited,"Medicine, Dentistry, Pharmacy",premier medical university offering md   dentistry biomedical program
"Computing & IT, Engineering",Moscow Institute of Physics and Technology (MIPT),Dolgoprudny/Moscow,83,Yes,Highly selective STEM & research?intensive university.,"Jan, July",Morning,Some,"Physics, CS, Applied Math, Eng",highly selective stem    research intensive university
"Engineering, Life Sciences",Peter the Great St.Petersburg Polytechnic University,Saint Petersburg,78,Yes,Tech & engineering focused with research labs.,"Jan, July",Morning,Some,"Eng, CS, Materials Sci",tech    engineering focus research lab
"Computing & IT, Engineering",ITMO University,Saint Petersburg,80,Yes,"Known for IT, optics, photonics & robotics.","Jan, July",Morning,Yes,"Comp Sci, AI, Robotics",know   optic   photonic    robotic
"Engineering, Social Sciences",Ural Federal University,Yekaterinburg,75,Yes,Comprehensive federal university across many fields.,"Jan, July",Morning,Yes,"Eng, Econ, Law, CS",comprehensive federal university field
"Computing & IT, Engineering, Science",Novosibirsk State University,Novosibirsk,78,Yes,Major scientific university in Siberia.,"Jan, July",Morning,Some,"Physics, Math, CS",major scientific university siberia
"Computing & IT, Engineering",Tomsk State University,Tomsk,75,Yes,Research?oriented classical university.,"Jan, July",Morning,Yes,"Biology, Eng, CS, Econ",research orient classical university
"Engineering, Computing & IT",Tomsk Polytechnic University,Tomsk,73,Yes,Technical university strong in engineering.,"Jan, July",Morning,Some,"Chemical Eng, Mech Eng, CS",technical university strong engineering
"Engineering, Social Sciences",Peoples Friendship University of Russia (RUDN),Moscow,70,Yes,International university with diverse programs.,"Jan, July",Morning,Yes,"MBBS, Eng, Econ, Law",international university diverse program
"Computing & IT, Engineering, Management",Moscow Power Engineering Institute (MPEI),Moscow,72,Yes,Technical & power engineering programs.,"Jan, July",Morning,Some,"Power Eng, CS",technical    power engineering program
"Engineering, Computing & IT",National Research University of Electronic Technology (MIET),Moscow,74,Yes,Specializes in electronics & IT.,"Jan, July",Morning,Yes,"Electronics, CS",specialize electronic   
"Computing & IT, Engineering",National Research Technological University MISiS,Moscow,72,Yes,"Materials science, engineering & tech.","Jan, July",Morning,Yes,"Materials Eng, CS",material science   engineering    tech
"Engineering, IT",Moscow State University of Civil Engineering,Moscow,70,Yes,Civil & infrastructure engineering focus.,"Jan, July",Morning,Some,"Civil Eng, Arch",civil    infrastructure engineering focus
Engineering,Kazan Federal University,Kazan,75,Yes,Comprehensive university with breadth of programs.,"Jan, July",Morning,Yes,"Med, Eng, CS, Econ",comprehensive university breadth program
"Health Sciences, Life Sciences",Kazan State Medical University,Kazan,80,Yes,Medical and allied health sciences programs.,"Jan, July",Morning,Limited,"Medicine, Pharmacy",medical allied health science program
"Computing & IT, Engineering",Southern Federal University,Rostov?on?Don & Taganrog,72,Yes,Major federal research university in south Russia.,"Jan, July",Morning,Yes,"Eng, Econ, CS",major federal research university south russia
"Engineering, IT",Siberian Federal University,Krasnoyarsk,70,Yes,Federal university with diverse programs.,"Jan, July",Morning,Yes,"CS, Eng, Econ",federal university diverse program
Life Sciences,Altai State Medical University,Barnaul,72,Yes,Regional medical sciences focus.,"Jan, July",Morning,Limited,Medicine,regional medical science focus
Social Sciences,Russian State University for the Humanities,Moscow,65,Some,Strong humanities & social sciences programs.,"Jan, July",Morning,Yes,"History, Linguistics, Soc Sci",strong humanity    social science program
Engineering,Ulyanovsk State University,Ulyanovsk,65,Yes,Regional comprehensive university.,"Jan, July",Morning/Evening,Yes,"Econ, Law, CS",regional comprehensive university
"Engineering, Computing & IT",National Research Nuclear University MEPhI,Moscow,78,Yes,"Nuclear, physics, and eng?heavy programs.","Jan, July",Morning,Some,"Physics, CS, Eng",nuclear   physics   eng heavy program
Engineering,Bauman Moscow State Technical University Branches,Multiple,75,Yes,Technical branches with engineering focus.,"Jan, July",Morning,Some,Eng streams,technical branch engineering focus
Computing & IT,Moscow Polytechnic University,Moscow,68,Yes,Polytechnic programs in tech & IT.,"Jan, July",Morning,Yes,"CS, Eng",polytechnic program tech   
"Management, Social Sciences",Russian New University,Moscow,60,Some,Private/independent with business & social sciences.,"Jan, July",Morning/Evening,Yes,"Bus, Law, CS",private independent business    social science
"Engineering, Life Sciences",Immanuel Kant Baltic Federal University,Kaliningrad,65,Yes,Multidisciplinary federal university.,"Jan, July",Morning,Yes,"Bio, Eng, Econ",multidisciplinary federal university
Engineering,Nizhny Novgorod State Technical University (NNSTU),Nizhny Novgorod,70,Yes,Engineering & tech oriented.,"Jan, July",Morning,Some,"Eng, CS",engineering    tech orient
Computing & IT,IT & Management University,Various,60,Yes,Focus on IT & business.,"Jan, July",Morning/Evening,Yes,"CS, Finance",focus    business
Engineering,Voronezh State University,Voronezh,65,Yes,Comprehensive programs including sciences.,"Jan, July",Morning,Yes,"Physics, CS, Econ",comprehensive program include science
"Life Sciences, Health",Volgograd State Medical University,Volgograd,75,Yes,Medical sciences programs.,"Jan, July",Morning,Some,"Medicine, Pharmacy",medical science program
Engineering,Kuban State University,Krasnodar,65,Yes,Regional classical and tech programs.,"Jan, July",Morning,Yes,"Econ, CS, Law",regional classical tech program
Engineering,Irkutsk State University,Irkutsk,65,Yes,Classic university with sciences.,"Jan, July",Morning,Yes,"Bio, Econ, CS",classic university science
Engineering,Chelyabinsk State University,Chelyabinsk,63,Yes,Comprehensive regional programs.,"Jan, July",Morning,Yes,"Econ, Eng, CS",comprehensive regional program
Engineering,South Ural State University,Chelyabinsk,68,Yes,Science & engineering emphasis.,"Jan, July",Morning,Yes,"Eng, Econ, CS",science    engineering emphasis
Life Sciences,Saratov State Medical University,Saratov,70,Yes,Medical & health sciences.,"Jan, July",Morning,Limited,Medicine,medical    health science
Engineering & Tech,Orenburg State University,Orenburg,62,Yes,Broad tech and humanities.,"Jan, July",Morning,Yes,"Econ, CS, Law",broad tech humanity
Management,Plekhanov Russian University of Economics,Moscow,68,Some,Specializes in economics & business.,"Jan, July",Morning,Yes,"Econ, MBA, Finance",specialize economic    business
Social Sciences,Moscow State Institute of International Relations (MGIMO),Moscow,80,Yes,"Prestigious diplomacy, politics, economics.","Jan, July",Morning,Some,"IR, Law, Econ",prestigious diplomacy   politic   economic
Engineering,Russian State Vocational Pedagogical University,Yekaterinburg,60,Some,Pedagogical & professional programs.,"Jan, July",Morning,Yes,"Education, Eng Tech",pedagogical    professional program
Engineering,Ryazan State Radio Engineering University,Ryazan,62,Yes,Specializes in radio & electronics.,"Jan, July",Morning,Some,"Elec Eng, CS",specialize radio    electronic
Engineering,Kalashnikov Izhevsk State Technical University,Izhevsk,60,Yes,Tech & engineering programs.,"Jan, July",Morning,Some,"Mech Eng, CS",tech    engineering program
Engineering,Perm National Research Polytechnic University,Perm,67,Yes,Engineering & tech research focus.,"Jan, July",Morning,Yes,"Eng, CS",engineering    tech research focus
Engineering,Kazan National Research Technological University,Kazan,65,Yes,Tech & applied sciences.,"Jan, July",Morning,Yes,"Materials, Eng",tech    apply science
Life Sciences,Kazan State Academy of Veterinary Medicine,Kazan,60,Yes,Veterinary & life sciences.,"Jan, July",Morning,Limited,Vet Med,veterinary    life science
Engineering,Novgorod State University,Veliky Novgorod,60,Yes,Comprehensive small university.,"Jan, July",Morning,Yes,"Econ, CS, Law",comprehensive small university
Engineering,Tyumen State University,Tyumen,62,Yes,Regional comprehensive programs.,"Jan, July",Morning,Yes,"Eng, Econ, CS",regional comprehensive program
Engineering,Kemerovo State University,Kemerovo,58,Yes,Regional university with sciences.,"Jan, July",Morning,Yes,"Bio, CS",regional university science
"Management, Social Sciences",Moscow Institute of Management (RANEPA),Moscow,65,Some,Management & public admin focus.,"Jan, July",Morning,Yes,"MBA, Public Admin",management    public admin focus
Engineering,Tambov State Technical University,Tambov,60,Yes,Technical programs.,"Jan, July",Morning,Some,"Eng, CS",technical program
Social Sciences,St. Petersburg State University,Saint Petersburg,78,Yes,Russias oldest classical university with wide offerings.,"Jan, July",Morning,Yes,"Law, Econ, CS, Arts",russia s old classical university wide offering
"Computing & IT, Management, Social Sciences",Admiral Makarov State University of Maritime and Inland Shipping,Saint Petersburg,60,Yes,"Maritime, logistics, engineering & management programs focusing on marine transport and related fields.","Jan, July, Aug",Morning,Some,"Maritime Eng, Logistics, Econ",maritime   logistic   engineering    management program focus marine transport related field
"Life Sciences, Management",Adyghe State University,Maykop,60,Yes,"Regional university with programs in humanities, sciences, and management.","Jan, July, Aug",Morning,Yes,"Econ, Law, Bio Sci",regional university program humanity   science   management
Health Sciences,Amur State Medical Academy,Blagoveshchensk,65,Yes,Medical education and allied health science programs.,"Jan, July",Morning,Limited,"Medicine, Nursing",medical education ally health science program
"Humanities, Pedagogy",Amur State University of Humanities and Pedagogy,Komsomolsk-on-Amur,60,Yes,"Focus on education, humanities & teaching professions.","Jan, July",Morning,Yes,"Education, Psych, Linguistics",focus education   humanity    teaching profession
Engineering,Angarsk State Technical University,Angarsk,62,Yes,Technical and applied sciences with engineering labs.,"Jan, July",Morning,Some,"Mech Eng, CS",technical apply science engineering lab
Agricultural Sciences,Arctic State Agrotechnological University,Yakutsk,60,Yes,"Focused on agriculture, food technology, and natural resource management.","Jan, July",Morning,Yes,"Agronomy, Food Tech",focus agriculture   food technology   natural resource management
Pedagogy,Armavir State Pedagogical University,Armavir,58,Some,Teacher training and education programs.,"Jan, July",Morning/Eve,Yes,"Education, Social Sci",teacher training education program
